AffiliationCode;AcquirerTransactionKey;InstallmentNumber;BrandId;TransactionGrossAmount;TransactionNetAmount;TransactionAdvancedNetAmount;PresentationDate;OriginalDueDate;AdvanceDate;Channel
204869417;34781952210972;1;1;71,980000;34,500014;34,055654;03/09/2018;03/10/2018;05/09/2018;Portal Cliente
204869417;34681951890396;1;2;53,320000;25,546276;25,217240;03/09/2018;03/10/2018;05/09/2018;Portal Cliente
204869417;34681951383803;1;1;30,000000;14,379000;14,193798;03/09/2018;03/10/2018;05/09/2018;Portal Cliente
282756191;34681949182627;1;1;121,600000;58,302880;57,551939;03/09/2018;03/10/2018;05/09/2018;Portal Cliente
409582682;34681951499062;1;2;69,000000;33,051000;32,557441;03/09/2018;03/10/2018;05/09/2018;App Portal Cliente
409582682;34681950649432;1;1;67,660000;32,196160;31,715367;03/09/2018;03/10/2018;05/09/2018;App Portal Cliente
409582682;34681952091755;1;1;49,000000;23,471000;23,120502;03/09/2018;03/10/2018;05/09/2018;App Portal Cliente
460007376;34681952131324;1;1;189,990000;91,067207;89,894261;03/09/2018;03/10/2018;05/09/2018;Portal Cliente
460007376;34681951203989;1;2;67,980000;32,582814;32,163147;03/09/2018;03/10/2018;05/09/2018;Portal Cliente
460007376;34681950938818;1;1;50,000000;23,965000;23,656331;03/09/2018;03/10/2018;05/09/2018;Portal Cliente
591658389;34681951686411;1;2;116,650000;55,905345;55,185284;03/09/2018;03/10/2018;05/09/2018;Portal Cliente
591658389;34681950667918;1;2;96,660000;46,329138;45,732419;03/09/2018;03/10/2018;05/09/2018;Portal Cliente
591658389;34681948451839;1;2;50,000000;23,975000;23,666202;03/09/2018;03/10/2018;05/09/2018;Portal Cliente
657543753;34681948935203;1;1;163,600000;78,433480;77,423257;03/09/2018;03/10/2018;05/09/2018;Portal Cliente
657543753;34781952369396;1;1;126,660000;60,708138;59,926217;03/09/2018;03/10/2018;05/09/2018;Portal Cliente
657543753;34681951553975;1;2;101,600000;48,716880;48,089407;03/09/2018;03/10/2018;05/09/2018;Portal Cliente
657543753;34781952197347;1;2;79,580000;38,142694;37,651416;03/09/2018;03/10/2018;05/09/2018;Portal Cliente
110592020;34781957101402;1;1;249,980000;120,490360;118,883019;04/09/2018;04/10/2018;05/09/2018;Portal Cliente
110592020;34781954084494;1;2;132,000000;63,267600;62,423610;04/09/2018;04/10/2018;05/09/2018;Portal Cliente
110592020;34781956187285;1;2;93,960000;45,035028;44,434261;04/09/2018;04/10/2018;05/09/2018;Portal Cliente
110592020;34781955346457;1;2;84,980000;40,730914;40,187564;04/09/2018;04/10/2018;05/09/2018;Portal Cliente
110592020;34781955297819;1;2;72,480000;34,739664;34,276237;04/09/2018;04/10/2018;05/09/2018;Portal Cliente
110592020;34781955858466;1;2;66,660000;31,950138;31,523923;04/09/2018;04/10/2018;05/09/2018;Portal Cliente
110592020;34781955183468;1;1;60,000000;28,920000;28,534207;04/09/2018;04/10/2018;05/09/2018;Portal Cliente
110592020;34781953870043;1;2;57,960000;27,780228;27,409640;04/09/2018;04/10/2018;05/09/2018;Portal Cliente
110592020;34781953672755;1;2;53,320000;25,546276;25,205489;04/09/2018;04/10/2018;05/09/2018;Portal Cliente
110592020;34781953453308;1;1;49,980000;23,955414;23,635849;04/09/2018;04/10/2018;05/09/2018;Portal Cliente
114020798;34781953708044;1;2;115,980000;55,609214;54,867387;04/09/2018;04/10/2018;05/09/2018;Portal Cliente
114020798;34781954834053;1;1;87,490000;41,918957;41,359758;04/09/2018;04/10/2018;05/09/2018;Portal Cliente
114020798;34781956554758;1;2;60,000000;28,768000;28,384235;04/09/2018;04/10/2018;05/09/2018;Portal Cliente
114020798;34781953592221;1;2;50,000000;23,965000;23,645307;04/09/2018;04/10/2018;05/09/2018;Portal Cliente
114020798;34781956708946;1;2;50,000000;23,965000;23,645307;04/09/2018;04/10/2018;05/09/2018;Portal Cliente
114020798;34781955938104;1;1;42,980000;20,716360;20,440004;04/09/2018;04/10/2018;05/09/2018;Portal Cliente
114020798;34781954639744;1;1;39,990000;19,172207;18,916450;04/09/2018;04/10/2018;05/09/2018;Portal Cliente
128602334;34781954982193;1;2;100,000000;47,940000;47,300480;04/09/2018;04/10/2018;05/09/2018;Portal Cliente
128602334;34781954968477;1;1;100,000000;47,940000;47,300480;04/09/2018;04/10/2018;05/09/2018;Portal Cliente
128602334;34781955468219;1;1;99,990000;47,930207;47,290818;04/09/2018;04/10/2018;05/09/2018;Portal Cliente
128602334;34781955570659;1;171;96,660000;45,391536;44,786013;04/09/2018;04/10/2018;05/09/2018;Portal Cliente
128602334;34781955717014;1;1;87,480000;41,899164;41,340229;04/09/2018;04/10/2018;05/09/2018;Portal Cliente
128602334;34781956033935;1;1;82,000000;39,524000;38,996750;04/09/2018;04/10/2018;05/09/2018;Portal Cliente
128602334;34781953532607;1;1;74,990000;35,937707;35,458298;04/09/2018;04/10/2018;05/09/2018;Portal Cliente
128602334;34781954936981;1;2;50,000000;23,965000;23,645307;04/09/2018;04/10/2018;05/09/2018;Portal Cliente
148182526;34781955526172;1;171;144,990000;68,082304;67,174086;04/09/2018;04/10/2018;05/09/2018;Portal Cliente
148182526;34881957207535;1;1;126,660000;60,708138;59,898291;04/09/2018;04/10/2018;05/09/2018;Portal Cliente
148182526;34781955260873;1;2;125,790000;60,286147;59,481930;04/09/2018;04/10/2018;05/09/2018;Portal Cliente
148182526;34781956766484;1;1;100,800000;48,313440;47,668939;04/09/2018;04/10/2018;05/09/2018;Portal Cliente
148182526;34781955602795;1;171;102,660000;48,209136;47,566026;04/09/2018;04/10/2018;05/09/2018;Portal Cliente
148182526;34781956785939;1;2;89,980000;43,127414;42,552094;04/09/2018;04/10/2018;05/09/2018;Portal Cliente
148182526;34781956346392;1;1;67,980000;32,582814;32,148159;04/09/2018;04/10/2018;05/09/2018;Portal Cliente
148182526;34781957076478;1;2;57,980000;27,789814;27,419098;04/09/2018;04/10/2018;05/09/2018;Portal Cliente
148182526;34781954767853;1;2;49,980000;23,955414;23,635849;04/09/2018;04/10/2018;05/09/2018;Portal Cliente
158057212;34781953443243;1;2;138,000000;96,600000;95,544797;04/09/2018;04/10/2018;05/09/2018;Automatica
158057212;34781954771727;1;1;99,000000;69,300000;68,543006;04/09/2018;04/10/2018;05/09/2018;Automatica
158057212;34781956096851;1;1;94,000000;65,800000;65,081238;04/09/2018;04/10/2018;05/09/2018;Automatica
158057212;34781953790728;1;1;126,500000;63,250000;62,559093;04/09/2018;04/10/2018;05/09/2018;Automatica
158057212;34781955408897;1;1;105,660000;52,840000;52,262806;04/09/2018;04/10/2018;05/09/2018;Automatica
158057212;34781956546772;1;2;99,000000;49,500000;48,959290;04/09/2018;04/10/2018;05/09/2018;Automatica
158057212;34781954657971;1;2;99,000000;49,500000;48,959290;04/09/2018;04/10/2018;05/09/2018;Automatica
158057212;34781955378441;1;1;89,000000;44,500000;44,013907;04/09/2018;04/10/2018;05/09/2018;Automatica
158057212;34781953655245;1;1;88,000000;44,000000;43,519369;04/09/2018;04/10/2018;05/09/2018;Automatica
158057212;34781956045875;1;2;78,000000;39,000000;38,573986;04/09/2018;04/10/2018;05/09/2018;Automatica
158057212;34781955355371;1;2;74,000000;37,000000;36,595833;04/09/2018;04/10/2018;05/09/2018;Automatica
158057212;34781953490081;1;2;74,000000;37,000000;36,595833;04/09/2018;04/10/2018;05/09/2018;Automatica
158057212;34781957081319;1;2;69,330000;34,660000;34,281394;04/09/2018;04/10/2018;05/09/2018;Automatica
158057212;34781953462117;1;2;59,500000;29,750000;29,425028;04/09/2018;04/10/2018;05/09/2018;Automatica
158057212;34781954943499;1;2;59,000000;29,500000;29,177759;04/09/2018;04/10/2018;05/09/2018;Automatica
158057212;34781953510764;1;2;59,000000;29,500000;29,177759;04/09/2018;04/10/2018;05/09/2018;Automatica
158057212;34781954818542;1;2;54,340000;27,160000;26,863320;04/09/2018;04/10/2018;05/09/2018;Automatica
158057212;34781955332942;1;1;53,950000;26,970000;26,675395;04/09/2018;04/10/2018;05/09/2018;Automatica
158057212;34781954318086;1;2;52,340000;26,160000;25,874243;04/09/2018;04/10/2018;05/09/2018;Automatica
158057212;34781955946658;1;1;49,500000;24,750000;24,479645;04/09/2018;04/10/2018;05/09/2018;Automatica
158057212;34781953724877;1;2;49,000000;24,500000;24,232376;04/09/2018;04/10/2018;05/09/2018;Automatica
179320593;34781954771727;1;1;99,000000;27,621000;27,247193;04/09/2018;04/10/2018;05/09/2018;Portal Cliente
179320593;34781956096851;1;1;94,000000;25,944000;25,592889;04/09/2018;04/10/2018;05/09/2018;Portal Cliente
204869417;34781956139684;1;2;139,320000;66,776076;65,885283;04/09/2018;04/10/2018;05/09/2018;Portal Cliente
204869417;34781956455142;1;2;133,990000;64,226407;63,369627;04/09/2018;04/10/2018;05/09/2018;Portal Cliente
204869417;34781956968741;1;1;124,990000;59,902707;59,103605;04/09/2018;04/10/2018;05/09/2018;Portal Cliente
204869417;34781955914344;1;1;62,480000;29,946664;29,547176;04/09/2018;04/10/2018;05/09/2018;Portal Cliente
204869417;34881957237012;1;1;10,000000;4,820000;4,755701;04/09/2018;04/10/2018;05/09/2018;Portal Cliente
282756191;34781953142792;1;1;267,980000;129,166360;127,443281;04/09/2018;04/10/2018;05/09/2018;Portal Cliente
282756191;34781955528797;1;2;130,000000;62,329000;61,497531;04/09/2018;04/10/2018;05/09/2018;Portal Cliente
282756191;34781953697479;1;1;50,000000;23,965000;23,645307;04/09/2018;04/10/2018;05/09/2018;Portal Cliente
409582682;34781953790728;1;1;126,500000;60,593500;59,656326;04/09/2018;04/10/2018;05/09/2018;App Portal Cliente
409582682;34781954657971;1;2;99,000000;47,421000;46,687560;04/09/2018;04/10/2018;05/09/2018;App Portal Cliente
409582682;34781956546772;1;2;99,000000;47,421000;46,687560;04/09/2018;04/10/2018;05/09/2018;App Portal Cliente
460007376;34781955217169;1;1;289,980000;139,770360;137,905823;04/09/2018;04/10/2018;05/09/2018;Portal Cliente
460007376;34781954456809;1;1;54,340000;26,005162;25,658253;04/09/2018;04/10/2018;05/09/2018;Portal Cliente
591658389;34781953966955;1;1;79,990000;38,344207;37,832695;04/09/2018;04/10/2018;05/09/2018;Portal Cliente
591658389;34781957104767;1;171;62,480000;29,340608;28,949204;04/09/2018;04/10/2018;05/09/2018;Portal Cliente
603783373;34781952665412;1;2;57,980000;27,789814;27,419098;04/09/2018;04/10/2018;05/09/2018;Portal Cliente
603783373;34781952603973;1;2;56,260000;26,965418;26,605699;04/09/2018;04/10/2018;05/09/2018;Portal Cliente
657543753;34781956048037;1;1;249,980000;120,490360;118,883019;04/09/2018;04/10/2018;05/09/2018;Portal Cliente
657543753;34781956087316;1;1;39,600000;19,087200;18,832577;04/09/2018;04/10/2018;05/09/2018;Portal Cliente
148182526;32881857500295;2;1;124,990000;59,912707;58,810313;16/08/2018;15/10/2018;05/09/2018;Portal Cliente
148182526;32881858525527;2;1;97,000000;46,492100;45,636645;16/08/2018;15/10/2018;05/09/2018;Portal Cliente
148182526;32881860610488;2;1;95,590000;45,811287;44,968359;16/08/2018;15/10/2018;05/09/2018;Portal Cliente
148182526;32881859206658;2;2;60,000000;28,758000;28,228853;16/08/2018;15/10/2018;05/09/2018;Portal Cliente
148182526;32981863030435;2;1;199,990000;95,850207;94,042472;17/08/2018;16/10/2018;05/09/2018;Portal Cliente
148182526;32981865770448;2;2;136,000000;65,184800;63,955415;17/08/2018;16/10/2018;05/09/2018;Portal Cliente
148182526;32981863628734;2;1;113,330000;54,324069;53,299517;17/08/2018;16/10/2018;05/09/2018;Portal Cliente
148182526;32981863990832;2;2;74,990000;35,947707;35,269733;17/08/2018;16/10/2018;05/09/2018;Portal Cliente
148182526;33081867260341;2;1;74,990000;35,947707;35,269733;17/08/2018;16/10/2018;05/09/2018;Portal Cliente
148182526;32981866933879;2;2;50,000000;23,965000;23,513020;17/08/2018;16/10/2018;05/09/2018;Portal Cliente
148182526;32981865700014;2;1;31,600000;15,145880;14,860229;17/08/2018;16/10/2018;05/09/2018;Portal Cliente
148182526;33081869737666;2;1;96,660000;46,329138;45,434059;18/08/2018;17/10/2018;05/09/2018;Portal Cliente
148182526;33081871651092;2;2;88,000000;42,178400;41,363513;18/08/2018;17/10/2018;05/09/2018;Portal Cliente
148182526;33081871864122;2;1;79,960000;38,324828;37,584392;18/08/2018;17/10/2018;05/09/2018;Portal Cliente
148182526;33081871232113;2;171;61,980000;29,105808;28,543484;18/08/2018;17/10/2018;05/09/2018;Portal Cliente
148182526;33081872202555;2;171;52,000000;24,419200;23,947421;18/08/2018;17/10/2018;05/09/2018;Portal Cliente
148182526;33181877086453;2;1;60,000000;28,758000;28,189167;19/08/2018;18/10/2018;05/09/2018;Portal Cliente
148182526;33281881936677;2;1;83,330000;39,945069;39,136581;20/08/2018;19/10/2018;05/09/2018;Portal Cliente
148182526;33281881896518;2;1;68,000000;32,592400;31,932730;20/08/2018;19/10/2018;05/09/2018;Portal Cliente
148182526;33381882128673;2;1;65,000000;31,154500;30,523933;20/08/2018;19/10/2018;05/09/2018;Portal Cliente
148182526;33281881185961;2;2;50,000000;23,965000;23,479948;20/08/2018;19/10/2018;05/09/2018;Portal Cliente
148182526;33281880794837;2;2;40,000000;19,172000;18,783959;20/08/2018;19/10/2018;05/09/2018;Portal Cliente
591658389;33281881462222;2;2;59,800000;28,662140;28,082018;20/08/2018;19/10/2018;05/09/2018;Portal Cliente
591658389;33281880309742;2;2;49,990000;23,955207;23,470354;20/08/2018;19/10/2018;05/09/2018;Portal Cliente
591658389;33281878934659;2;2;40,000000;19,172000;18,783959;20/08/2018;19/10/2018;05/09/2018;Portal Cliente
657543753;33381882269906;2;1;126,660000;60,708138;59,479405;20/08/2018;19/10/2018;05/09/2018;Portal Cliente
657543753;33281879643025;2;1;58,000000;27,799400;27,236740;20/08/2018;19/10/2018;05/09/2018;Portal Cliente
148182526;33581894227466;2;1;224,990000;107,842707;105,511148;23/08/2018;22/10/2018;05/09/2018;Portal Cliente
148182526;33481889603225;2;1;153,000000;73,332900;71,747443;22/08/2018;22/10/2018;05/09/2018;Portal Cliente
148182526;33381883820479;2;171;124,990000;58,700304;57,431203;21/08/2018;22/10/2018;05/09/2018;Portal Cliente
148182526;33581894067909;2;1;104,990000;50,326707;49,238644;23/08/2018;22/10/2018;05/09/2018;Portal Cliente
148182526;33481889980505;2;2;95,590000;45,811287;44,820847;22/08/2018;22/10/2018;05/09/2018;Portal Cliente
148182526;33581895684136;2;1;89,990000;43,127207;42,194797;23/08/2018;22/10/2018;05/09/2018;Portal Cliente
148182526;33581895300189;2;2;57,500000;27,569750;26,973692;23/08/2018;22/10/2018;05/09/2018;Portal Cliente
148182526;33581893484833;2;2;49,990000;23,955207;23,437295;23/08/2018;22/10/2018;05/09/2018;Portal Cliente
148182526;33381886414853;2;1;45,000000;21,568500;21,102189;21/08/2018;22/10/2018;05/09/2018;Portal Cliente
591658389;33481889554942;2;1;139,800000;67,006140;65,557467;22/08/2018;22/10/2018;05/09/2018;Portal Cliente
591658389;33481891605999;2;2;124,990000;59,912707;58,617394;22/08/2018;22/10/2018;05/09/2018;Portal Cliente
591658389;33381885836727;2;2;100,000000;47,930000;46,893753;21/08/2018;22/10/2018;05/09/2018;Portal Cliente
591658389;33581896266464;2;171;100,000000;46,960000;45,944725;23/08/2018;22/10/2018;05/09/2018;Portal Cliente
591658389;33481888704702;2;2;83,330000;39,945069;39,081457;22/08/2018;22/10/2018;05/09/2018;Portal Cliente
591658389;33481889559435;2;2;80,000000;38,344000;37,515003;22/08/2018;22/10/2018;05/09/2018;Portal Cliente
591658389;33581893765972;2;1;80,000000;38,344000;37,515003;23/08/2018;22/10/2018;05/09/2018;Portal Cliente
591658389;33381883166365;2;2;60,000000;28,758000;28,136252;21/08/2018;22/10/2018;05/09/2018;Portal Cliente
591658389;33381885388335;2;1;47,500000;22,776750;22,284317;21/08/2018;22/10/2018;05/09/2018;Portal Cliente
591658389;33681897032421;2;2;40,000000;19,172000;18,757501;23/08/2018;22/10/2018;05/09/2018;Portal Cliente
591658389;33381886241168;2;2;31,250000;14,973125;14,649406;21/08/2018;22/10/2018;05/09/2018;Portal Cliente
591658389;33481891041513;2;2;30,000000;14,379000;14,068126;22/08/2018;22/10/2018;05/09/2018;Portal Cliente
591658389;33481891038203;2;1;30,000000;14,379000;14,068126;22/08/2018;22/10/2018;05/09/2018;Portal Cliente
657543753;33581895436388;2;1;166,990000;80,033307;78,302987;23/08/2018;22/10/2018;05/09/2018;Portal Cliente
657543753;33581896077818;2;2;145,990000;69,968007;68,455299;23/08/2018;22/10/2018;05/09/2018;Portal Cliente
657543753;33481890578664;2;2;103,990000;49,837407;48,759922;22/08/2018;22/10/2018;05/09/2018;Portal Cliente
657543753;33481891647596;2;2;99,990000;47,920207;46,884172;22/08/2018;22/10/2018;05/09/2018;Portal Cliente
657543753;33581896894686;2;2;89,600000;42,945280;42,016803;23/08/2018;22/10/2018;05/09/2018;Portal Cliente
657543753;33581895917127;2;2;80,990000;38,813507;37,974359;23/08/2018;22/10/2018;05/09/2018;Portal Cliente
657543753;33581895672701;2;2;60,890000;29,179577;28,548715;23/08/2018;22/10/2018;05/09/2018;Portal Cliente
657543753;33481891649894;2;2;60,000000;28,758000;28,136252;22/08/2018;22/10/2018;05/09/2018;Portal Cliente
657543753;33681897286174;2;1;50,000000;23,965000;23,446877;23/08/2018;22/10/2018;05/09/2018;Portal Cliente
657543753;33581894897028;2;2;49,990000;23,955207;23,437295;23/08/2018;22/10/2018;05/09/2018;Portal Cliente
657543753;33481888547701;2;2;46,000000;22,047800;21,571127;22/08/2018;22/10/2018;05/09/2018;Portal Cliente
657543753;33481888557157;2;2;25,000000;11,982500;11,723438;22/08/2018;22/10/2018;05/09/2018;Portal Cliente
148182526;33681901484953;2;1;99,990000;47,920207;46,862129;24/08/2018;23/10/2018;05/09/2018;Portal Cliente
148182526;33681901562876;2;2;80,000000;38,344000;37,497364;24/08/2018;23/10/2018;05/09/2018;Portal Cliente
148182526;33681900016579;2;1;66,660000;31,950138;31,244679;24/08/2018;23/10/2018;05/09/2018;Portal Cliente
148182526;33681902124333;2;171;62,500000;29,350000;28,701952;24/08/2018;23/10/2018;05/09/2018;Portal Cliente
148182526;33681900007932;2;2;50,000000;23,965000;23,435853;24/08/2018;23/10/2018;05/09/2018;Portal Cliente
148182526;33781902320798;2;2;50,000000;23,965000;23,435853;24/08/2018;23/10/2018;05/09/2018;Portal Cliente
148182526;33781902497569;2;171;49,990000;23,470304;22,952080;24/08/2018;23/10/2018;05/09/2018;Portal Cliente
148182526;33681901972285;2;1;42,000000;20,130600;19,686116;24/08/2018;23/10/2018;05/09/2018;Portal Cliente
591658389;33681899851365;2;2;133,330000;63,910069;62,498935;24/08/2018;23/10/2018;05/09/2018;Portal Cliente
591658389;33681898573816;2;1;60,000000;28,758000;28,123023;24/08/2018;23/10/2018;05/09/2018;Portal Cliente
591658389;33681901853432;2;2;60,000000;28,758000;28,123023;24/08/2018;23/10/2018;05/09/2018;Portal Cliente
657543753;33781902369346;2;2;69,940000;33,522242;32,782071;24/08/2018;23/10/2018;05/09/2018;Portal Cliente
657543753;33681901381869;2;1;50,000000;23,965000;23,435853;24/08/2018;23/10/2018;05/09/2018;Portal Cliente
148182526;33781907584825;2;1;202,490000;97,048457;94,860985;25/08/2018;24/10/2018;05/09/2018;Portal Cliente
148182526;33881908040089;2;1;116,660000;55,915138;54,654811;25/08/2018;24/10/2018;05/09/2018;Portal Cliente
148182526;33781907720037;2;1;76,000000;36,426800;35,605740;25/08/2018;24/10/2018;05/09/2018;Portal Cliente
148182526;33881908247122;2;2;60,000000;28,758000;28,109795;25/08/2018;24/10/2018;05/09/2018;Portal Cliente
148182526;33781907511176;2;2;50,000000;23,965000;23,424829;25/08/2018;24/10/2018;05/09/2018;Portal Cliente
148182526;33781907863728;2;1;50,000000;23,965000;23,424829;25/08/2018;24/10/2018;05/09/2018;Portal Cliente
591658389;33781907569255;2;1;106,590000;51,083587;49,932163;25/08/2018;24/10/2018;05/09/2018;Portal Cliente
591658389;33781905839206;2;1;50,000000;23,965000;23,424829;25/08/2018;24/10/2018;05/09/2018;Portal Cliente
657543753;33781907037494;2;2;119,990000;57,506207;56,210017;25/08/2018;24/10/2018;05/09/2018;Portal Cliente
657543753;33781905972021;2;1;83,330000;39,945069;39,044707;25/08/2018;24/10/2018;05/09/2018;Portal Cliente
657543753;33881908421852;2;1;72,500000;34,749250;33,966002;25/08/2018;24/10/2018;05/09/2018;Portal Cliente
148182526;33881910981225;2;2;133,330000;63,910069;62,440137;26/08/2018;25/10/2018;05/09/2018;Portal Cliente
148182526;33881911182052;2;2;124,990000;59,912707;58,534715;26/08/2018;25/10/2018;05/09/2018;Portal Cliente
148182526;33881911324757;2;2;99,990000;47,920207;46,818042;26/08/2018;25/10/2018;05/09/2018;Portal Cliente
591658389;33881910316904;2;2;124,990000;59,912707;58,534715;26/08/2018;25/10/2018;05/09/2018;Portal Cliente
591658389;33881910154398;2;2;99,990000;47,920207;46,818042;26/08/2018;25/10/2018;05/09/2018;Portal Cliente
591658389;33881909551997;2;1;83,330000;39,945069;39,026332;26/08/2018;25/10/2018;05/09/2018;Portal Cliente
591658389;33881910260625;2;2;62,500000;29,956250;29,267256;26/08/2018;25/10/2018;05/09/2018;Portal Cliente
591658389;33881909521178;2;1;50,000000;23,965000;23,413805;26/08/2018;25/10/2018;05/09/2018;Portal Cliente
591658389;33881909680644;2;1;49,990000;23,955207;23,404237;26/08/2018;25/10/2018;05/09/2018;Portal Cliente
657543753;33881911273438;2;2;104,990000;50,326707;49,169193;26/08/2018;25/10/2018;05/09/2018;Portal Cliente
657543753;33881910422484;2;1;66,660000;31,950138;31,215285;26/08/2018;25/10/2018;05/09/2018;Portal Cliente
657543753;33881910893263;2;1;64,500000;30,914850;30,203808;26/08/2018;25/10/2018;05/09/2018;Portal Cliente
148182526;33981914491626;2;171;124,990000;58,700304;57,323195;27/08/2018;26/10/2018;05/09/2018;Portal Cliente
148182526;33981914378696;2;2;96,660000;46,329138;45,242256;27/08/2018;26/10/2018;05/09/2018;Portal Cliente
148182526;33981914038054;2;171;90,000000;42,264000;41,272487;27/08/2018;26/10/2018;05/09/2018;Portal Cliente
591658389;33981913998821;2;2;62,000000;29,716600;29,019449;27/08/2018;26/10/2018;05/09/2018;Portal Cliente
110592020;34281929723063;2;2;211,990000;101,601807;99,078018;30/08/2018;29/10/2018;05/09/2018;Portal Cliente
110592020;34281929134233;2;1;96,660000;46,329138;45,178322;30/08/2018;29/10/2018;05/09/2018;Portal Cliente
110592020;34281930374985;2;2;90,000000;43,137000;42,065477;30/08/2018;29/10/2018;05/09/2018;Portal Cliente
110592020;34281928324256;2;1;84,630000;40,568159;39,560446;30/08/2018;29/10/2018;05/09/2018;Portal Cliente
110592020;34281931427214;2;2;79,990000;38,334207;37,381985;30/08/2018;29/10/2018;05/09/2018;Portal Cliente
110592020;34281930631377;2;171;80,000000;37,568000;36,634811;30/08/2018;29/10/2018;05/09/2018;Portal Cliente
110592020;34281930636612;2;1;76,000000;36,426800;35,521958;30/08/2018;29/10/2018;05/09/2018;Portal Cliente
110592020;34281929805248;2;2;74,290000;35,367040;34,488523;30/08/2018;29/10/2018;05/09/2018;Portal Cliente
110592020;34281931538017;2;1;71,470000;34,250571;33,399787;30/08/2018;29/10/2018;05/09/2018;Portal Cliente
110592020;34281929482921;2;1;67,000000;32,113100;31,315411;30/08/2018;29/10/2018;05/09/2018;Portal Cliente
110592020;34281929800081;2;2;59,910000;28,512160;27,803918;30/08/2018;29/10/2018;05/09/2018;Portal Cliente
114020798;34281928243112;2;2;90,000000;43,137000;42,065477;30/08/2018;29/10/2018;05/09/2018;Portal Cliente
114020798;34281930465169;2;2;80,000000;38,344000;37,391535;30/08/2018;29/10/2018;05/09/2018;Portal Cliente
114020798;34081920165494;2;1;74,990000;35,947707;35,054766;28/08/2018;29/10/2018;05/09/2018;Portal Cliente
114020798;34081920264561;2;2;72,660000;34,825938;33,960862;28/08/2018;29/10/2018;05/09/2018;Portal Cliente
114020798;34081918704792;2;2;49,990000;23,955207;23,360160;28/08/2018;29/10/2018;05/09/2018;Portal Cliente
114020798;34281928680759;2;2;49,990000;23,955207;23,360160;30/08/2018;29/10/2018;05/09/2018;Portal Cliente
128602334;34281929941507;2;1;169,990000;81,471207;79,447462;30/08/2018;29/10/2018;05/09/2018;Portal Cliente
128602334;34281928327644;2;2;163,320000;78,279276;76,334819;30/08/2018;29/10/2018;05/09/2018;Portal Cliente
128602334;34281930425136;2;171;129,990000;61,038304;59,522113;30/08/2018;29/10/2018;05/09/2018;Portal Cliente
128602334;34281930994841;2;2;91,800000;43,999740;42,906786;30/08/2018;29/10/2018;05/09/2018;Portal Cliente
128602334;34281930986021;2;2;80,000000;38,344000;37,391535;30/08/2018;29/10/2018;05/09/2018;Portal Cliente
128602334;34281931566192;2;2;74,990000;35,947707;35,054766;30/08/2018;29/10/2018;05/09/2018;Portal Cliente
128602334;34281928142442;2;1;62,500000;29,956250;29,212137;30/08/2018;29/10/2018;05/09/2018;Portal Cliente
148182526;34081921576587;2;2;149,990000;71,885207;70,099578;28/08/2018;29/10/2018;05/09/2018;Portal Cliente
148182526;34281930537311;2;2;149,990000;71,885207;70,099578;30/08/2018;29/10/2018;05/09/2018;Portal Cliente
148182526;34081920727081;2;2;99,990000;47,920207;46,729869;28/08/2018;29/10/2018;05/09/2018;Portal Cliente
148182526;34181925202573;2;1;99,990000;47,920207;46,729869;29/08/2018;29/10/2018;05/09/2018;Portal Cliente
148182526;34181926675562;2;1;84,890000;40,682777;39,672217;29/08/2018;29/10/2018;05/09/2018;Portal Cliente
148182526;34181926523737;2;1;80,000000;38,344000;37,391535;29/08/2018;29/10/2018;05/09/2018;Portal Cliente
148182526;34181925841924;2;2;75,000000;35,947500;35,054564;29/08/2018;29/10/2018;05/09/2018;Portal Cliente
148182526;34181925547977;2;1;63,000000;30,195900;29,445834;29/08/2018;29/10/2018;05/09/2018;Portal Cliente
148182526;34281928385331;2;2;62,500000;29,956250;29,212137;30/08/2018;29/10/2018;05/09/2018;Portal Cliente
148182526;34081921493958;2;2;62,360000;29,899148;29,156453;28/08/2018;29/10/2018;05/09/2018;Portal Cliente
148182526;34081920618606;2;1;50,000000;23,965000;23,369709;28/08/2018;29/10/2018;05/09/2018;Portal Cliente
148182526;34181926430338;2;1;49,990000;23,955207;23,360160;29/08/2018;29/10/2018;05/09/2018;Portal Cliente
148182526;34181925867565;2;1;40,000000;19,172000;18,695768;29/08/2018;29/10/2018;05/09/2018;Portal Cliente
162409833;34181924461274;2;1;116,660000;55,915138;54,526206;29/08/2018;29/10/2018;05/09/2018;Portal Cliente
162409833;34181924597696;2;1;99,990000;47,920207;46,729869;29/08/2018;29/10/2018;05/09/2018;Portal Cliente
162409833;34281931692514;2;1;90,590000;43,414787;42,336364;30/08/2018;29/10/2018;05/09/2018;Portal Cliente
162409833;34181924971953;2;1;76,590000;36,704587;35,792845;29/08/2018;29/10/2018;05/09/2018;Portal Cliente
162409833;34181923069543;2;2;62,500000;29,956250;29,212137;29/08/2018;29/10/2018;05/09/2018;Portal Cliente
162409833;34181926207227;2;2;60,000000;28,758000;28,043651;29/08/2018;29/10/2018;05/09/2018;Portal Cliente
162409833;34181926200779;2;2;6,660000;3,192138;3,112845;29/08/2018;29/10/2018;05/09/2018;Portal Cliente
204869417;34181926701246;2;1;70,000000;33,551000;32,717593;29/08/2018;29/10/2018;05/09/2018;Portal Cliente
204869417;34281926993229;2;1;67,000000;32,113100;31,315411;29/08/2018;29/10/2018;05/09/2018;Portal Cliente
